timestamp,AAPL
1577854800,72.67530059814453
1578459600,76.15570831298828
1579064400,77.10314178466797
1579669200,77.37593078613281
1580274000,77.65848541259766
1580878800,77.84358215332031
1581483600,77.87939453125
1582088400,70.3307113647461
1582693200,70.6334457397461
1583298000,69.66177368164062
1583899200,61.73224639892578
1584504000,60.272308349609375
1585108800,62.08134841918945
1585713600,63.336212158203125
1586318400,70.07923889160156
1586923200,65.51878356933594
1587528000,68.01141357421875
1588132800,72.64512634277344
1588737600,76.02639770507812
1589342400,76.65570068359375
1589947200,77.53453063964844
1590552000,79.15264892578125
1591156800,84.20769500732422
1591761600,86.18810272216797
1592366400,89.72541046142578
1592971200,89.30189514160156
1593576000,91.23336791992188
1594180800,95.03751373291016
1594785600,94.98120880126953
1595390400,91.31168365478516
1595995200,107.38261413574219
1596600000,107.09866333007812
1597204800,113.36141204833984
1597809600,122.44747924804688
1598414400,131.62428283691406
1599019200,110.67113494873047
1599624000,113.3393325805664
1600228800,109.68035888671875
1600833600,111.91693878173828
1601438400,111.0046615600586
1602043200,118.79342651367188
1602648000,115.27179718017578
1603252800,114.37914276123047
1603857600,108.33646392822266
1604466000,113.76113891601562
1605070800,117.31803894042969
1605675600,113.1712875366211
1606280400,120.59027099609375
1606885200,122.2214584350586
1607490000,125.66069793701172
1608094800,129.59130859375
1608699600,132.52938842773438
1609304400,128.73638916015625
1609909200,126.56475067138672
1610514000,125.611572265625
1611118800,140.67555236816406
1611723600,132.6473388671875
1612328400,133.64962768554688
1612933200,131.07412719726562
1613538000,123.8605728149414
1614142800,123.1323471069336
1614747600,119.16634368896484
1615352400,123.5751953125
1615953600,120.59332275390625
1616558400,117.9952621459961
1617163200,124.20500946044922
1617768000,132.29443359375
1618372800,130.99537658691406
1618977600,132.25506591796875
1619582400,125.81896209716797
1620187200,123.9097900390625
1620792000,123.07532501220703
1621396800,125.09617614746094
1622001600,122.51342010498047
1622606400,124.93846130371094
1623211200,127.79722595214844
1623816000,132.07554626464844
1624420800,134.39212036132812
1625025600,140.00125122070312
1625630400,143.56980895996094
1626235200,144.07254028320312
1626840000,144.6837615966797
1627444800,145.2653350830078
1628049600,143.53038024902344
1628654400,148.27694702148438
1629259200,147.71420288085938
1629864000,149.8960723876953
1630468800,154.69418334960938
1631073600,146.23330688476562
1631678400,141.60305786132812
1632283200,140.10243225097656
1632888000,139.31260681152344
1633492800,139.70750427246094
1634097600,146.8651580810547
1634702400,147.4180145263672
1635307200,148.10910034179688
1635912000,148.88906860351562
1636520400,149.29421997070312
1637125200,159.5865936279297
1637730000,163.4326629638672
1638334800,169.2462158203125
1638939600,172.36065673828125
1639544400,171.03579711914062
1640149200,177.26461791992188
1640754000,177.66998291015625
1641358800,173.10220336914062
1641963600,167.88180541992188
1642568400,157.97503662109375
1643173200,172.63748168945312
1643778000,172.85501098632812
1644382800,171.0557098388672
1644987600,162.67074584960938
1645592400,161.5619659423828
1646197200,155.85977172851562
1646802000,153.53335571289062
1647403200,167.12554931640625
1648008000,177.16380310058594
1648612800,173.3029022216797
1649217600,165.97720336914062
1649822400,165.71981811523438
1650427200,155.22621154785156
1651032000,157.87930297851562
1651636800,152.95916748046875
1652241600,147.95916748046875
1652846400,139.15536499023438
1653451200,147.5625762939453
1654056000,147.43368530273438
1654660800,131.62059020996094
1655265600,134.70388793945312
1655870400,136.26040649414062
1656475200,140.34506225585938
1657080000,144.608154296875
1657684800,149.7040557861328
1658289600,150.2989044189453
1658894400,158.63670349121094
1659499200,163.50457763671875
1660104000,171.78326416015625
1660708800,166.0250244140625
1661313600,157.7650146484375
1661918400,153.41656494140625
1662523200,152.73153686523438
1663128000,155.7694549560547
1663732800,150.66653442382812
1664337600,145.0472869873047
1664942400,137.9785919189453
1665547200,142.71424865722656
1666152000,151.24232482910156
1666756800,149.56451416015625
1667361600,138.49485778808594
1667970000,149.2060089111328
1668574800,149.34523010253906
1669179600,140.3853302001953
1669784400,142.11566162109375
1670389200,144.6614227294922
1670994000,131.56460571289062
1671598800,129.30723571777344
1672203600,124.37480163574219
1672808400,130.0033416748047
1673413200,135.18438720703125
1674018000,141.7377471923828
1674622800,143.4879608154297
1675227600,153.7903594970703
1675832400,152.34844970703125
1676437200,147.880126953125
1677042000,146.814453125
1677646800,150.98753356933594
1678251600,151.97352600097656
1678852800,158.63648986816406
1679457600,157.0130615234375
1680062400,164.96084594726562
1680667200,160.15036010742188
1681272000,165.79745483398438
1681876800,163.1083526611328
1682481600,167.8590850830078
1683086400,171.07603454589844
1683691200,171.3748321533203
1684296000,171.1032257080078
1684900800,176.82794189453125
1685505600,178.7328643798828
1686110400,182.82192993164062
1686715200,184.5174102783203
1687320000,187.5592803955078
1687924800,191.9475860595703
1688529600,187.57923889160156
1689134400,193.2141876220703
1689739200,193.10447692871094
1690344000,195.0891876220703
1690948800,179.32127380371094
1691553600,176.9775390625
1692158400,176.99681091308594
1692763200,183.87774658203125
1693368000,189.45040893554688
1693972800,176.0680389404297
1694577600,178.8343963623047
1695182400,171.73374938964844
1695787200,172.1731719970703
1696392000,178.15528869628906
1696996800,176.9169158935547
1697601600,173.21180725097656
1698206400,170.87489318847656
