timestamp,AMZN
1577854800,95.34300231933594
1578459600,93.47200012207031
1579064400,94.5999984741211
1579669200,92.6624984741211
1580274000,102.4834976196289
1580878800,107.54000091552734
1581483600,107.78350067138672
1582088400,98.63700103759766
1582693200,95.44950103759766
1583298000,94.59100341796875
1583899200,90.39199829101562
1584504000,97.00499725341797
1585108800,97.48600006103516
1585713600,100.58000183105469
1586318400,114.16600036621094
1586923200,116.40599822998047
1587528000,115.7040023803711
1588132800,115.88999938964844
1588737600,117.84750366210938
1589342400,122.46649932861328
1589947200,121.09300231933594
1590552000,123.62049865722656
1591156800,130.04299926757812
1591761600,130.7635040283203
1592366400,138.2205047607422
1592971200,137.9409942626953
1593576000,150.00599670410156
1594180800,154.1999969482422
1594785600,156.9145050048828
1595390400,150.01649475097656
1595995200,156.94149780273438
1596600000,154.0334930419922
1597204800,165.62449645996094
1597809600,167.32449340820312
1598414400,174.95599365234375
1599019200,157.49200439453125
1599624000,157.80650329589844
1600228800,156.44949340820312
1600833600,157.24400329589844
1601438400,154.9980010986328
1602043200,172.18150329589844
1602648000,160.85049438476562
1603252800,164.31649780273438
1603857600,152.42050170898438
1604466000,151.75100708007812
1605070800,156.7830047607422
1605675600,155.9029998779297
1606280400,161.00399780273438
1606885200,158.864501953125
1607490000,158.25599670410156
1608094800,160.3260040283203
1608699600,166.10000610351562
1609304400,160.92550659179688
1609909200,156.04150390625
1610514000,156.03799438476562
1611118800,166.30650329589844
1611723600,169.0
1612328400,165.25
1612933200,163.44749450683594
1613538000,159.72500610351562
1614142800,154.72650146484375
1614747600,153.1425018310547
1615352400,154.59300231933594
1615953600,156.875
1616558400,152.76449584960938
1617163200,161.1909942626953
1617768000,170.0
1618372800,166.7344970703125
1618977600,170.8715057373047
1619582400,165.593505859375
1620187200,161.19549560546875
1620792000,161.61399841308594
1621396800,162.95249938964844
1622001600,160.9324951171875
1622606400,163.20550537109375
1623211200,169.156494140625
1623816000,175.27200317382812
1624420800,172.40699768066406
1625025600,183.78700256347656
1625630400,183.8679962158203
1626235200,178.6595001220703
1626840000,181.3195037841797
1627444800,168.31199645996094
1628049600,166.03399658203125
1628654400,162.09800720214844
1629259200,165.28900146484375
1629864000,173.5395050048828
1630468800,175.46449279785156
1631073600,172.5
1631678400,167.18150329589844
1632283200,165.79800415039062
1632888000,161.0500030517578
1633492800,162.3665008544922
1634097600,172.20750427246094
1634702400,168.80349731445312
1635307200,165.6374969482422
1635912000,178.81149291992188
1636520400,177.03500366210938
1637125200,179.0019989013672
1637730000,175.35350036621094
1638334800,176.1645050048828
1638939600,169.0915069580078
1639544400,170.41700744628906
1640149200,170.66099548339844
1640754000,167.52200317382812
1641358800,165.36199951171875
1641963600,158.91749572753906
1642568400,139.98599243164062
1643173200,151.19349670410156
1643778000,161.4134979248047
1644382800,156.510498046875
1644987600,150.19749450683594
1645592400,151.14199829101562
1646197200,136.01449584960938
1646802000,147.3665008544922
1647403200,164.88900756835938
1648008000,169.31500244140625
1648612800,164.05499267578125
1649217600,150.78750610351562
1649822400,158.11549377441406
1650427200,139.39100646972656
1651032000,124.25350189208984
1651636800,108.85900115966797
1652241600,115.36849975585938
1652846400,104.0999984741211
1653451200,120.20950317382812
1654056000,123.0
1654660800,102.30999755859375
1655265600,108.68000030517578
1655870400,107.4000015258789
1656475200,113.5
1657080000,109.22000122070312
1657684800,118.20999908447266
1658289600,114.80999755859375
1658894400,134.16000366210938
1659499200,137.8300018310547
1660104000,144.77999877929688
1660708800,133.6199951171875
1661313600,128.72999572753906
1661918400,126.11000061035156
1662523200,126.81999969482422
1663128000,122.19000244140625
1663732800,114.41000366210938
1664337600,121.08999633789062
1664942400,112.20999908447266
1665547200,116.36000061035156
1666152000,120.5999984741211
1666756800,96.79000091552734
1667361600,89.9800033569336
1667970000,98.94000244140625
1668574800,93.19999694824219
1669179600,92.41999816894531
1669784400,88.25
1670389200,92.48999786376953
1670994000,85.19000244140625
1671598800,83.04000091552734
1672203600,85.81999969482422
1672808400,89.87000274658203
1673413200,96.05000305175781
1674018000,96.31999969482422
1674622800,103.12999725341797
1675227600,102.11000061035156
1675832400,99.69999694824219
1676437200,94.58000183105469
1677042000,94.2300033569336
1677646800,93.55000305175781
1678251600,94.87999725341797
1678852800,100.61000061035156
1679457600,97.23999786376953
1680062400,103.94999694824219
1680667200,99.91999816894531
1681272000,102.30000305175781
1681876800,102.56999969482422
1682481600,103.62999725341797
1683086400,106.62000274658203
1683691200,113.4000015258789
1684296000,114.98999786376953
1684900800,121.66000366210938
1685505600,126.61000061035156
1686110400,126.66000366210938
1686715200,125.77999877929688
1687320000,129.17999267578125
1687924800,130.22000122070312
1688529600,128.77999877929688
1689134400,132.8300018310547
1689739200,129.1300048828125
1690344000,131.69000244140625
1690948800,139.94000244140625
1691553600,137.6699981689453
1692158400,134.25
1692763200,134.91000366210938
1693368000,137.27000427246094
1693972800,141.22999572753906
1694577600,137.6300048828125
1695182400,125.9800033569336
1695787200,124.72000122070312
1696392000,129.47999572753906
1696996800,131.47000122070312
1697601600,128.55999755859375
1698206400,121.38999938964844
