timestamp,BRK-B
1577854800,225.9199981689453
1578459600,227.1699981689453
1579064400,228.6300048828125
1579669200,224.02999877929688
1580274000,225.0800018310547
1580878800,227.3300018310547
1581483600,226.77000427246094
1582088400,218.0500030517578
1582693200,208.80999755859375
1583298000,202.72999572753906
1583899200,187.60000610351562
1584504000,178.1999969482422
1585108800,182.8300018310547
1585713600,185.25
1586318400,192.94000244140625
1586923200,183.47999572753906
1587528000,187.1199951171875
1588132800,176.02999877929688
1588737600,172.80999755859375
1589342400,172.49000549316406
1589947200,180.33999633789062
1590552000,185.94000244140625
1591156800,196.07000732421875
1591761600,182.3000030517578
1592366400,181.00999450683594
1592971200,178.50999450683594
1593576000,181.14999389648438
1594180800,189.7100067138672
1594785600,192.27000427246094
1595390400,194.1199951171875
1595995200,200.24000549316406
1596600000,212.66000366210938
1597204800,208.3300018310547
1597809600,213.35000610351562
1598414400,218.5500030517578
1599019200,217.8000030517578
1599624000,218.94000244140625
1600228800,214.16000366210938
1600833600,210.44000244140625
1601438400,210.25999450683594
1602043200,212.30999755859375
1602648000,210.05999755859375
1603252800,206.8800048828125
1603857600,206.6300048828125
1604466000,228.47999572753906
1605070800,233.16000366210938
1605675600,233.9199981689453
1606280400,229.67999267578125
1606885200,228.19000244140625
1607490000,224.3800048828125
1608094800,221.8800048828125
1608699600,229.57000732421875
1609304400,227.47000122070312
1609909200,233.02999877929688
1610514000,234.5500030517578
1611118800,231.57000732421875
1611723600,232.24000549316406
1612328400,239.91000366210938
1612933200,245.27999877929688
1613538000,245.52999877929688
1614142800,249.22000122070312
1614747600,259.0199890136719
1615352400,251.5
1615953600,248.30999755859375
1616558400,258.19000244140625
1617163200,263.05999755859375
1617768000,267.1000061035156
1618372800,267.8900146484375
1618977600,273.6499938964844
1619582400,280.260009765625
1620187200,285.6300048828125
1620792000,287.5899963378906
1621396800,287.20001220703125
1622001600,289.8399963378906
1622606400,289.19000244140625
1623211200,283.94000244140625
1623816000,276.9200134277344
1624420800,276.2099914550781
1625025600,277.32000732421875
1625630400,279.2099914550781
1626235200,276.8900146484375
1626840000,280.7799987792969
1627444800,281.79998779296875
1628049600,288.94000244140625
1628654400,289.1000061035156
1629259200,286.0199890136719
1629864000,285.7699890136719
1630468800,278.8999938964844
1631073600,277.20001220703125
1631678400,273.17999267578125
1632283200,276.7900085449219
1632888000,278.04998779296875
1633492800,278.6199951171875
1634097600,284.8299865722656
1634702400,290.8500061035156
1635307200,287.92999267578125
1635912000,286.3500061035156
1636520400,283.3599853515625
1637125200,288.55999755859375
1637730000,276.69000244140625
1638334800,284.9700012207031
1638939600,295.0299987792969
1639544400,293.239990234375
1640149200,298.2900085449219
1640754000,308.5299987792969
1641358800,319.79998779296875
1641963600,320.2900085449219
1642568400,307.19000244140625
1643173200,313.9599914550781
1643778000,321.44000244140625
1644382800,316.20001220703125
1644987600,314.1600036621094
1645592400,316.8399963378906
1646197200,318.5199890136719
1646802000,332.54998779296875
1647403200,349.92999267578125
1648008000,355.1199951171875
1648612800,344.79998779296875
1649217600,349.739990234375
1649822400,348.5
1650427200,330.6499938964844
1651032000,318.989990234375
1651636800,312.5299987792969
1652241600,314.6000061035156
1652846400,309.1700134277344
1653451200,315.9800109863281
1654056000,313.6499938964844
1654660800,277.6400146484375
1655265600,271.7699890136719
1655870400,273.8599853515625
1656475200,275.69000244140625
1657080000,277.2799987792969
1657684800,283.54998779296875
1658289600,285.30999755859375
1658894400,292.1700134277344
1659499200,292.7699890136719
1660104000,306.6499938964844
1660708800,289.6499938964844
1661313600,285.4200134277344
1661918400,276.5899963378906
1662523200,278.2900085449219
1663128000,277.1300048828125
1663732800,265.4700012207031
1664337600,280.489990234375
1664942400,267.30999755859375
1665547200,281.6700134277344
1666152000,289.239990234375
1666756800,294.1300048828125
1667361600,292.6099853515625
1667970000,309.9800109863281
1668574800,315.760009765625
1669179600,315.1300048828125
1669784400,307.7799987792969
1670389200,312.3299865722656
1670994000,302.0
1671598800,305.54998779296875
1672203600,309.9100036621094
1672808400,316.3500061035156
1673413200,314.8599853515625
1674018000,311.29998779296875
1674622800,311.5199890136719
1675227600,312.9700012207031
1675832400,310.7900085449219
1676437200,302.7200012207031
1677042000,305.17999267578125
1677646800,311.1199951171875
1678251600,305.3299865722656
1678852800,303.8500061035156
1679457600,302.32000732421875
1680062400,309.07000732421875
1680667200,313.70001220703125
1681272000,324.6300048828125
1681876800,324.3399963378906
1682481600,325.8599853515625
1683086400,324.8699951171875
1683691200,323.75
1684296000,323.1099853515625
1684900800,322.19000244140625
1685505600,333.4100036621094
1686110400,336.3900146484375
1686715200,338.6700134277344
1687320000,335.3399963378906
1687924800,342.0
1688529600,343.3699951171875
1689134400,345.3399963378906
1689739200,347.5799865722656
1690344000,352.260009765625
1690948800,363.7300109863281
1691553600,354.5
1692158400,350.57000732421875
1692763200,358.2900085449219
1693368000,360.4700012207031
1693972800,367.7799987792969
1694577600,370.4800109863281
1695182400,359.4200134277344
1695787200,343.0400085449219
1696392000,348.55999755859375
1696996800,345.3900146484375
1697601600,338.6300048828125
1698206400,336.8999938964844
