timestamp,META
1577854800,213.05999755859375
1578459600,219.05999755859375
1579064400,221.44000244140625
1579669200,217.7899932861328
1580274000,209.8300018310547
1580878800,207.19000244140625
1581483600,217.8000030517578
1582088400,196.77000427246094
1582693200,185.88999938964844
1583298000,178.19000244140625
1583899200,149.4199981689453
1584504000,160.97999572753906
1585108800,166.8000030517578
1585713600,168.8300018310547
1586318400,178.1699981689453
1586923200,170.8000030517578
1587528000,182.91000366210938
1588132800,207.07000732421875
1588737600,210.10000610351562
1589342400,216.8800048828125
1589947200,232.1999969482422
1590552000,232.72000122070312
1591156800,238.6699981689453
1591761600,235.64999389648438
1592366400,242.24000549316406
1592971200,227.07000732421875
1593576000,240.86000061035156
1594180800,239.72999572753906
1594785600,241.75
1595390400,230.1199951171875
1595995200,249.8300018310547
1596600000,256.1300048828125
1597204800,262.3399963378906
1597809600,280.82000732421875
1598414400,295.44000244140625
1599019200,271.1600036621094
1599624000,272.4200134277344
1600228800,254.75
1600833600,261.7900085449219
1601438400,258.6600036621094
1602043200,276.1400146484375
1602648000,267.55999755859375
1603252800,283.2900085449219
1603857600,265.29998779296875
1604466000,272.42999267578125
1605070800,275.0
1605675600,276.9200134277344
1606280400,286.54998779296875
1606885200,283.3999938964844
1607490000,275.54998779296875
1608094800,267.0899963378906
1608699600,276.7799987792969
1609304400,270.9700012207031
1609909200,251.08999633789062
1610514000,261.1000061035156
1611118800,282.04998779296875
1611723600,267.0799865722656
1612328400,269.45001220703125
1612933200,273.9700012207031
1613538000,265.8599853515625
1614142800,259.0
1614747600,265.739990234375
1615352400,279.2799987792969
1615953600,290.6300048828125
1616558400,288.0
1617163200,306.260009765625
1617768000,309.760009765625
1618372800,302.6499938964844
1618977600,303.57000732421875
1619582400,318.3599853515625
1620187200,306.5299987792969
1620792000,309.9599914550781
1621396800,327.7900085449219
1622001600,329.1300048828125
1622606400,333.67999267578125
1623211200,336.75
1623816000,339.0299987792969
1624420800,351.8900146484375
1625025600,352.7799987792969
1625630400,352.0899963378906
1626235200,341.6600036621094
1626840000,367.80999755859375
1627444800,351.239990234375
1628049600,361.1300048828125
1628654400,358.45001220703125
1629259200,365.510009765625
1629864000,379.3800048828125
1630468800,382.17999267578125
1631073600,376.5299987792969
1631678400,357.4800109863281
1632283200,340.6499938964844
1632888000,332.9599914550781
1633492800,323.7699890136719
1634097600,339.989990234375
1634702400,315.80999755859375
1635307200,328.0799865722656
1635912000,335.3699951171875
1636520400,342.9599914550781
1637125200,337.25
1637730000,324.4599914550781
1638334800,322.80999755859375
1638939600,333.739990234375
1639544400,334.20001220703125
1640149200,346.2200012207031
1640754000,336.5299987792969
1641358800,334.3699951171875
1641963600,318.1499938964844
1642568400,300.1499938964844
1643173200,319.0
1643778000,220.17999267578125
1644382800,221.0
1644987600,202.0800018310547
1645592400,203.49000549316406
1646197200,190.2899932861328
1646802000,192.02999877929688
1647403200,216.64999389648438
1648008000,229.86000061035156
1648612800,231.83999633789062
1649217600,214.13999938964844
1649822400,217.30999755859375
1650427200,180.9499969482422
1651032000,212.02999877929688
1651636800,197.64999389648438
1652241600,202.6199951171875
1652846400,181.27999877929688
1653451200,193.63999938964844
1654056000,195.64999389648438
1654660800,163.72999572753906
1655265600,157.0500030517578
1655870400,160.67999267578125
1656475200,168.19000244140625
1657080000,163.27000427246094
1657684800,175.77999877929688
1658289600,159.14999389648438
1658894400,160.19000244140625
1659499200,168.52999877929688
1660104000,179.47000122070312
1660708800,161.11000061035156
1661313600,157.16000366210938
1661918400,158.5399932861328
1662523200,153.1300048828125
1663128000,146.08999633789062
1663732800,134.39999389648438
1664337600,140.27999877929688
1664942400,128.5399932861328
1665547200,132.8000030517578
1666152000,137.50999450683594
1666756800,95.19999694824219
1667361600,96.47000122070312
1667970000,117.08000183105469
1668574800,111.44000244140625
1669179600,109.45999908447266
1669784400,114.12000274658203
1670389200,120.1500015258789
1670994000,117.08999633789062
1671598800,116.87999725341797
1672203600,124.73999786376953
1672808400,132.99000549316406
1673413200,135.36000061035156
1674018000,143.13999938964844
1674622800,148.97000122070312
1675227600,191.6199951171875
1675832400,179.47999572753906
1676437200,172.0800018310547
1677042000,174.94000244140625
1677646800,184.50999450683594
1678251600,194.02000427246094
1678852800,202.16000366210938
1679457600,200.67999267578125
1680062400,214.72000122070312
1680667200,213.85000610351562
1681272000,217.88999938964844
1681876800,207.5500030517578
1682481600,239.24000549316406
1683086400,233.3699951171875
1683691200,238.82000732421875
1684296000,246.74000549316406
1684900800,262.5199890136719
1685505600,271.1199951171875
1686110400,271.32000732421875
1686715200,284.3299865722656
1687320000,287.04998779296875
1687924800,286.0199890136719
1688529600,298.2900085449219
1689134400,312.04998779296875
1689739200,294.4700012207031
1690344000,322.7099914550781
1690948800,312.6400146484375
1691553600,301.95001220703125
1692158400,287.6000061035156
1692763200,297.989990234375
1693368000,300.1499938964844
1693972800,301.6600036621094
1694577600,305.07000732421875
1695182400,298.9599914550781
1695787200,300.94000244140625
1696392000,321.8399963378906
1696996800,324.0
1697601600,312.54998779296875
1698206400,299.5299987792969
